tr_id;tr_name;art_id;art_name
391342452;Calvin's Joint;11855105;Mac Ayres
391342452;Calvin's Joint;12351262;Declan Miers
384157621;Garden Shed (feat. Estelle);1194083;Tyler, The Creator
384157621;Garden Shed (feat. Estelle);16745;Estelle
1067242442;MANGO (feat. Adi Oasis);61509642;KAMAUU
1067242442;MANGO (feat. Adi Oasis);167479577;Adi Oasis
1484710662;One Shot, One Kill;1931331;Varien
545599362;Date;211087;RADWIMPS
137726987;Congratulations;7543848;Post Malone
137726987;Congratulations;5059044;Quavo
1087430702;LUV U;473496;Terrace Martin
1087430702;LUV U;215702;Robert Glasper
1087430702;LUV U;7060;9th Wonder
1087430702;LUV U;5196129;Kamasi Washington
1087430702;LUV U;981671;Dinner Party
1087430702;LUV U;3;Snoop Dogg
1087430702;LUV U;4318626;Alex Isley
1404434852;A Tender Feeling;4663498;Yuki Kajiura
545599472;Theme of Mitsuha;211087;RADWIMPS
693941252;Cosmic Sans (feat. Tom Misch);8607980;Cory Wong
693941252;Cosmic Sans (feat. Tom Misch);6006756;Tom Misch
1483154862;Fire In The Sky;6474027;Anderson .Paak
380536131;Bank Account;6853403;21 Savage
1398506382;Like 34 & 8 (feat. Pooh Shiesty);7972;Gucci Mane
1398506382;Like 34 & 8 (feat. Pooh Shiesty);61799192;Pooh Shiesty
131391758;Skin;632926;MAC MILLER
350171281;FEEL.;525046;Kendrick Lamar
449127802;Fireworks;167324;First Aid Kit
1588832022;Feeling Of Love;5513402;Harvey Sutherland
1588832022;Feeling Of Love;361475;Dam-Funk
126033195;Stressed Out;405995;Kina Grannis
5799128;Can You Handle It?;366843;Graham Central Station
712650862;HONEST;48947681;Baby Keem
456011702;Pray For Me;4050205;The Weeknd
456011702;Pray For Me;525046;Kendrick Lamar
129582484;Keep My Baby Dancing;6334;Electro Deluxe
1512008652;Last One Standing (From Venom: Let There Be Carnage);1352674;Skylar Grey
1512008652;Last One Standing (From Venom: Let There Be Carnage);49818632;POLO G
1512008652;Last One Standing (From Venom: Let There Be Carnage);1179752;Mozzy
1512008652;Last One Standing (From Venom: Let There Be Carnage);13;Eminem
1108720592;Where Is The Love (DJ Purrfection DJ 's Delight);11197;Betty Wright
97328578;Pyramids;1350335;Frank Ocean
