tr_id;tr_name;art_id;art_name
85140766;The Clapping Song;185875;Shirley Ellis
13784672;I Can See Clearly Now;14084;Johnny Nash
1173367512;Georgia on My Mind (Original Master Recording);1342;Ray Charles
463407682;Mercy, Mercy;66072;Don Covay & The Goodtimers
537995812;Never, Never Gonna Give Ya Up;34;Barry White
103511672;Move on Up (Live);2027;Curtis Mayfield
103511672;Move on Up (Live);8375256;Craig McCullen
103511672;Move on Up (Live);8375258;Joseph 'Lucky' Scott
103511672;Move on Up (Live);271234;Henry Gibson
502503452;Read Between the Lines;2730;The Temptations
74227856;Heat Wave;160506;Martha & The Vandellas
1025944462;Dior (Bonus);58447102;Pop Smoke
1283264562;Butterflies;13878655;24kgoldn
1173891362;Solo Dolo, Pt. III;158706;Kid Cudi
677657032;A LOT TO LOSE;13878655;24kgoldn
1253000872;Hate Me If You Must;5231049;Azizi Gibson
1249296872;Skegee;8409650;JID
1372275272;l e t . g o . m y . h a n d;339209;J. Cole
1372275272;l e t . g o . m y . h a n d;483061;Bas
1372275272;l e t . g o . m y . h a n d;10375188;6lack
1157041732;Can’t Decide;10792606;Aminé
981948962;GOAT Spirit;11223226;Dame D.O.L.L.A.
981948962;GOAT Spirit;5103;Raphael Saadiq
1077086012;Santos Party House;354525;Smoke DZA
1077086012;Santos Party House;74804;Wiz Khalifa
1077086012;Santos Party House;402158;Curren$y
1077086012;Santos Party House;493082;Big K.R.I.T.
1077086012;Santos Party House;5780;Girl Talk
809970202;Disco Shit;9842586;03 Greedo
809970202;Disco Shit;12970799;Kenny Beats
809970202;Disco Shit;392180;Freddie Gibbs
781591192;Iced Out Gold Chain;13576049;Guapdad 4000
1068997122;For Real (feat. Kemba);86250092;Jharrel Jerome
1068997122;For Real (feat. Kemba);9968520;Kemba
108017802;White Rapper;872281;Rittz
509934822;Down State;8323782;Westside Gunn
509934822;Down State;81070;Styles P
509934822;Down State;13431867;Benny The Butcher
79156369;Carry On (feat. Joey Bada$$, Freddie Gibbs);192712;Statik Selektah
79156369;Carry On (feat. Joey Bada$$, Freddie Gibbs);4105259;Joey Bada$$
79156369;Carry On (feat. Joey Bada$$, Freddie Gibbs);392180;Freddie Gibbs
1174643782;Annie;1630;Mathieu Boogaerts
