tr_id;tr_name;art_id;art_name
1173891332;Damaged;158706;Kid Cudi
491446912;Rich & Sad;7543848;Post Malone
425450562;Broken;13887;Patrick Watson
1176821062;Beat The Odds;7044549;Eli Sostre
1896168797;More Thoughts (2019);15427;Big Sean
711344572;Hina, Fading Away;211087;RADWIMPS
100507792;Laputa (Castle in the Sky);7461692;Relax α Wave
1766771617;Savior (Interlude);525046;Kendrick Lamar
79726418;Reunite;317754;Isbells
