tr_id;tr_name;art_id;art_name
66492303;Backyard Party;3021841;Ole Borud
66492303;Backyard Party;4638350;Frode Mangen
845469262;I Wouldn't Do That;655913;Hopsin
948585102;What If;14352241;Vin Jay
948585222;Overdose;14352241;Vin Jay
706188002;Cocaine;72660;Logic
1432242382;Madness;5472150;KSI
763550272;God Flow;8907066;Nasty C
763550272;God Flow;14080867;Crownedyung
144370750;Epiphany (feat. NF);1162615;Futuristic
720526522;YouTube Cypher, Vol. 2 (feat. Quadeca, Mac Lethal, ImDontai, Devvon Terrell, Ryan Oakes, Moxas, ScruFaceJean, VI Seconds, Gawne, N;1274765;Crypt
720526522;YouTube Cypher, Vol. 2 (feat. Quadeca, Mac Lethal, ImDontai, Devvon Terrell, Ryan Oakes, Moxas, ScruFaceJean, VI Seconds, Gawne, N;9925092;Quadeca
720526522;YouTube Cypher, Vol. 2 (feat. Quadeca, Mac Lethal, ImDontai, Devvon Terrell, Ryan Oakes, Moxas, ScruFaceJean, VI Seconds, Gawne, N;68207;Mac Lethal
720526522;YouTube Cypher, Vol. 2 (feat. Quadeca, Mac Lethal, ImDontai, Devvon Terrell, Ryan Oakes, Moxas, ScruFaceJean, VI Seconds, Gawne, N;14405511;ImDontai
720526522;YouTube Cypher, Vol. 2 (feat. Quadeca, Mac Lethal, ImDontai, Devvon Terrell, Ryan Oakes, Moxas, ScruFaceJean, VI Seconds, Gawne, N;3107121;Devvon Terrell
720526522;YouTube Cypher, Vol. 2 (feat. Quadeca, Mac Lethal, ImDontai, Devvon Terrell, Ryan Oakes, Moxas, ScruFaceJean, VI Seconds, Gawne, N;7042291;Ryan Oakes
720526522;YouTube Cypher, Vol. 2 (feat. Quadeca, Mac Lethal, ImDontai, Devvon Terrell, Ryan Oakes, Moxas, ScruFaceJean, VI Seconds, Gawne, N;14034453;Moxas
720526522;YouTube Cypher, Vol. 2 (feat. Quadeca, Mac Lethal, ImDontai, Devvon Terrell, Ryan Oakes, Moxas, ScruFaceJean, VI Seconds, Gawne, N;70417052;ScruFaceJean
720526522;YouTube Cypher, Vol. 2 (feat. Quadeca, Mac Lethal, ImDontai, Devvon Terrell, Ryan Oakes, Moxas, ScruFaceJean, VI Seconds, Gawne, N;6786407;Vi Seconds
720526522;YouTube Cypher, Vol. 2 (feat. Quadeca, Mac Lethal, ImDontai, Devvon Terrell, Ryan Oakes, Moxas, ScruFaceJean, VI Seconds, Gawne, N;10172688;Gawne
720526522;YouTube Cypher, Vol. 2 (feat. Quadeca, Mac Lethal, ImDontai, Devvon Terrell, Ryan Oakes, Moxas, ScruFaceJean, VI Seconds, Gawne, N;9785516;Nemraps
720526522;YouTube Cypher, Vol. 2 (feat. Quadeca, Mac Lethal, ImDontai, Devvon Terrell, Ryan Oakes, Moxas, ScruFaceJean, VI Seconds, Gawne, N;50622882;Lex Bratcher
720526522;YouTube Cypher, Vol. 2 (feat. Quadeca, Mac Lethal, ImDontai, Devvon Terrell, Ryan Oakes, Moxas, ScruFaceJean, VI Seconds, Gawne, N;52985682;Dkrapartist
709985892;These Days;510329;Silas
709985892;These Days;72660;Logic
453492732;Revvin';5282003;Ocean Wisdom
453492732;Revvin';2388;Dizzee Rascal
404699982;Running Away (feat. Joey Dosik, David T. Walker & James Gadson);4441488;Vulfpeck
404699982;Running Away (feat. Joey Dosik, David T. Walker & James Gadson);2640021;Joey Dosik
404699982;Running Away (feat. Joey Dosik, David T. Walker & James Gadson);368620;David T. Walker
404699982;Running Away (feat. Joey Dosik, David T. Walker & James Gadson);4556464;James Gadson
1360260372;Getaway Car;7499;Dave Koz
1360260372;Getaway Car;8607980;Cory Wong
109725022;Alright;525046;Kendrick Lamar
684540552;SHIBUYA (GHOST II) (feat. Jaden, Vic Mensa & Belly);827073;Christian Rich
684540552;SHIBUYA (GHOST II) (feat. Jaden, Vic Mensa & Belly);1018354;Jaden
684540552;SHIBUYA (GHOST II) (feat. Jaden, Vic Mensa & Belly);1044777;Vic Mensa
684540552;SHIBUYA (GHOST II) (feat. Jaden, Vic Mensa & Belly);10338846;Belly
639453622;La La Land (feat. YG);4931162;Bryce Vine
639453622;La La Land (feat. YG);469671;YG
356529961;To the Light;8357476;A.CHAL
618681552;Playas Get Chose (feat. Beanz N Kornbread);11133;Slim Thug
618681552;Playas Get Chose (feat. Beanz N Kornbread);4506077;Beanz N Kornbread
961630142;1919 (Feat. Zach Zoya);5420286;High Klassified
961630142;1919 (Feat. Zach Zoya);12861035;Zach Zoya
902668792;A.P.I.D.T.A.;410877;Jay Electronica
774867472;Michelangelo;15163471;Caleb Colossus
392431972;Glow Like Dat;13874291;Rich Brian
143791578;TGIF;5454777;CHRIS YONGE
1103944902;Good Morning;1041159;Black Thought
1103944902;Good Morning;1371731;Pusha T
1103944902;Good Morning;15383;Swizz Beatz
1103944902;Good Morning;387166;Killer Mike
1391406812;Could It Be;13365;Black Milk
