pl_id;pl_name;tr_id;tr_name
9090127742;Lieblingssongs;1732584217;a little sound
9090127742;Lieblingssongs;1671963367;Sparks
9090127742;Lieblingssongs;1712539417;OUTSIDE
9090127742;Lieblingssongs;1732736187;Simply The Best
9090127742;Lieblingssongs;1739350407;D.M.B.
9090127742;Lieblingssongs;1714131637;It Will Come In Time
9090127742;Lieblingssongs;385171861;New Addy
9090127742;Lieblingssongs;954203832;City Girls
9090127742;Lieblingssongs;650805282;Let Down The Pressure
9090127742;Lieblingssongs;15627649;Talullah
9090127742;Lieblingssongs;137726997;Money Made Me Do It
9090127742;Lieblingssongs;1736557677;NO SECURITY (feat. BabyFace Ray)
9090127742;Lieblingssongs;12164499;Work to Do
9090127742;Lieblingssongs;1739345917;D.M.B.
9090127742;Lieblingssongs;1487936102;scars
9090127742;Lieblingssongs;1120586412;I Don't Want to Let You Go
9090127742;Lieblingssongs;751077692;Is This Nice?
9090127742;Lieblingssongs;137726969;Deja Vu
9090127742;Lieblingssongs;98324152;FUCKING YOUNG / PERFECT (feat. Charlie Wilson, Chaz Bundick, Sydney Bennett & Kali Uchis)
9090127742;Lieblingssongs;76187542;Destination
9090127742;Lieblingssongs;1647876022;The Woods
9090127742;Lieblingssongs;1735302227;Therapy Music
9090127742;Lieblingssongs;124603258;Weston Road Flows
9090127742;Lieblingssongs;1408058332;Picasso
9090127742;Lieblingssongs;97206064;These Walls
