pl_id;pl_name;tr_id;tr_name
9090127742;Lieblingssongs;430947822;The Castle in the Sky
9090127742;Lieblingssongs;553901882;Wake Up in the Sky
9090127742;Lieblingssongs;706719772;Goodbyes
9090127742;Lieblingssongs;530917091;Apollo
9090127742;Lieblingssongs;133200138;Animal Spirits
9090127742;Lieblingssongs;1408058322;Vaccine
9090127742;Lieblingssongs;672556612;Lover
9090127742;Lieblingssongs;137372630;Woman
9090127742;Lieblingssongs;61753080;Facing West
9090127742;Lieblingssongs;630827232;Champion
9090127742;Lieblingssongs;136889406;Reminder
9090127742;Lieblingssongs;63282025;Halo
9090127742;Lieblingssongs;872007022;Nothing Compares 2 U (Acoustic)
9090127742;Lieblingssongs;1168269542;Simmer (Acoustic)
9090127742;Lieblingssongs;1611835992;Take Me Home
9090127742;Lieblingssongs;370254371;Big Picture
9090127742;Lieblingssongs;133200154;Cory Wong
9090127742;Lieblingssongs;384157671;November
9090127742;Lieblingssongs;728516732;On a Night Like This
9090127742;Lieblingssongs;668919282;Dangerous
9090127742;Lieblingssongs;1476855072;Blame It on the Water
9090127742;Lieblingssongs;453844322;Stir Fry
9090127742;Lieblingssongs;95254404;Know Yourself
9090127742;Lieblingssongs;4232300;Enter Galactic (Love Connection Part I)
9090127742;Lieblingssongs;97206078;Complexion (A Zulu Love)
