pl_id;pl_name;tr_id;tr_name
9090127742;Lieblingssongs;349922251;Solo
9090127742;Lieblingssongs;74928897;Morning
9090127742;Lieblingssongs;14386024;Wonderful Life
9090127742;Lieblingssongs;133200142;Conscious Club
9090127742;Lieblingssongs;596680492;Going Bad (feat. Drake)
9090127742;Lieblingssongs;142728858;Sunday Vibes
9090127742;Lieblingssongs;662437212;Make It Better (feat. Smokey Robinson)
9090127742;Lieblingssongs;1137572222;Invisible
9090127742;Lieblingssongs;145426950;Something About You
9090127742;Lieblingssongs;60742349;I Will Wait
9090127742;Lieblingssongs;126011319;Vor í Vaglaskógi
9090127742;Lieblingssongs;1638599922;The Power of the One (feat. George Benson & Williams Singers)
9090127742;Lieblingssongs;118993820;Give Up The Funk (Tear The Roof Off The Sucker)
9090127742;Lieblingssongs;1304070632;Rhythm in Your Mind
9090127742;Lieblingssongs;350171331;LOVE.
9090127742;Lieblingssongs;537803892;Le château ambulant
9090127742;Lieblingssongs;1120335572;Fine On The Outside
9090127742;Lieblingssongs;1402141722;Light It Up
9090127742;Lieblingssongs;1413669882;CORSO
9090127742;Lieblingssongs;653786052;Woman Of The World
9090127742;Lieblingssongs;420471572;Gucci Coffin
9090127742;Lieblingssongs;1409675372;Save Some
9090127742;Lieblingssongs;1225758602;Pray For Me
9090127742;Lieblingssongs;717960082;RNP (feat. Anderson .Paak)
9090127742;Lieblingssongs;97328590;Forrest Gump
