pl_id;pl_name;tr_id;tr_name
9090127742;Lieblingssongs;140875587;Plastic 100°C
9090127742;Lieblingssongs;61823316;Damage (feat. Snow Tha Product)
9090127742;Lieblingssongs;1391338902;Intercepted
9090127742;Lieblingssongs;94045422;Rolack's (feat. SkyZoo)
9090127742;Lieblingssongs;559980512;War N Peace
9090127742;Lieblingssongs;142534969;All Your Fault
9090127742;Lieblingssongs;728981;Stretchin' Out (In a Rubber Band)
9090127742;Lieblingssongs;74791097;Cilvia Demo
9090127742;Lieblingssongs;572115812;Arms Around You (feat. Maluma & Swae Lee)
9090127742;Lieblingssongs;748418012;Real Thing
9090127742;Lieblingssongs;141433457;Moves
9090127742;Lieblingssongs;470815612;JAPAN
9090127742;Lieblingssongs;535650262;Sometimes
9090127742;Lieblingssongs;410107962;Fire
9090127742;Lieblingssongs;557495172;Loading Zones
9090127742;Lieblingssongs;347385661;River
9090127742;Lieblingssongs;633587912;I'll Be There
9090127742;Lieblingssongs;1069246982;Deep River (feat. Marcus King)
9090127742;Lieblingssongs;13913368;Diamonds
9090127742;Lieblingssongs;60742288;I Will Wait
9090127742;Lieblingssongs;110144636;My Repair
9090127742;Lieblingssongs;13854680;Knots
9090127742;Lieblingssongs;620279372;Silent Ride
9090127742;Lieblingssongs;542504682;1539 N. Calvert
9090127742;Lieblingssongs;143525388;LSD
