pl_id;pl_name;tr_id;tr_name
9090127742;Lieblingssongs;94555846;Classic Man (feat. Roman GianArthur)
9090127742;Lieblingssongs;70257009;Electric Lady (feat. Solange)
9090127742;Lieblingssongs;1134732822;Out The Window
9090127742;Lieblingssongs;967389742;Dollas and Cents
9090127742;Lieblingssongs;1012420752;Give Up
9090127742;Lieblingssongs;13132599;Many the Miles
9090127742;Lieblingssongs;993814042;Still Strange (feat. Priya Ragu & Sainte Ezekiel)
9090127742;Lieblingssongs;1223943602;Nike Shoe Box 2.0 (feat. Problem)
9090127742;Lieblingssongs;1089399852;Be You 2 (feat. Curren$y)
9090127742;Lieblingssongs;1394238442;Body & Soul
9090127742;Lieblingssongs;1324829742;skeletons
9090127742;Lieblingssongs;1093753232;Good Love 2.0
9090127742;Lieblingssongs;1355929522;Woman
9090127742;Lieblingssongs;1197347062;Nobody's Fault
9090127742;Lieblingssongs;935268342;Nightrider
9090127742;Lieblingssongs;1279879342;Relax
9090127742;Lieblingssongs;1386283362;Free My People
9090127742;Lieblingssongs;1322446662;Blowin Steam (Open Up Your Mind)
9090127742;Lieblingssongs;854848802;Bellin
9090127742;Lieblingssongs;1385345162;World On Lock
9090127742;Lieblingssongs;917157102;Protect Your Connect
9090127742;Lieblingssongs;1257084522;So.Incredible.pkg (Robert Glasper Version)
9090127742;Lieblingssongs;987049182;Black 2
9090127742;Lieblingssongs;1040159582;Shimmy
9090127742;Lieblingssongs;2133613;Baby, I Love You
