pl_id;pl_name;tr_id;tr_name
9090127742;Lieblingssongs;347376711;Location
9090127742;Lieblingssongs;65823405;Creep
9090127742;Lieblingssongs;436456572;Wicked Game
9090127742;Lieblingssongs;61752890;Oats In The Water
9090127742;Lieblingssongs;64607951;Space Cowboy
9090127742;Lieblingssongs;1053093;Take The L Train
9090127742;Lieblingssongs;1398808112;Seven Nation Army
9090127742;Lieblingssongs;545599302;First view of tokyo
9090127742;Lieblingssongs;695955652;Money
9090127742;Lieblingssongs;132754980;I'M DEAD
9090127742;Lieblingssongs;1037870062;Reflex
9090127742;Lieblingssongs;1408909702;Just Another Day
9090127742;Lieblingssongs;835721692;The Loch Ness Monster
9090127742;Lieblingssongs;927546252;Kool Aid & Frozen Pizza
9090127742;Lieblingssongs;130007568;Nobody Knows
9090127742;Lieblingssongs;1023817332;Barcelona
9090127742;Lieblingssongs;456965102;King's Dead
9090127742;Lieblingssongs;1408909692;Man Of The Year
9090127742;Lieblingssongs;531222571;BLACK BALLOONS | 13LACK 13ALLOONZ
9090127742;Lieblingssongs;75072832;Man Of The Year
9090127742;Lieblingssongs;1504133622;Diablo
9090127742;Lieblingssongs;1137179712;Such Great Heights
9090127742;Lieblingssongs;753046552;In The Air Tonight
9090127742;Lieblingssongs;1211878452;Sarcophagus III
9090127742;Lieblingssongs;367621031;Counter Attack-Mankind
