pl_id;pl_name;tr_id;tr_name
9090127742;Lieblingssongs;706956512;Down Bad
9090127742;Lieblingssongs;90563091;No Role Modelz
9090127742;Lieblingssongs;489126892;Kevin’s Heart
9090127742;Lieblingssongs;585354262;Shea Butter Baby
9090127742;Lieblingssongs;740348412;ADHD
9090127742;Lieblingssongs;548348632;Lucky You
9090127742;Lieblingssongs;913551742;Devil's Work
9090127742;Lieblingssongs;684000632;Isis
9090127742;Lieblingssongs;465602902;Stranger Things
9090127742;Lieblingssongs;913551712;The War (feat. Young Thug)
9090127742;Lieblingssongs;913551732;I Love
9090127742;Lieblingssongs;898406422;Lotto
9090127742;Lieblingssongs;913551782;Finally (feat. Chris Brown)
9090127742;Lieblingssongs;913551792;10 Bands (feat. Timbaland)
9090127742;Lieblingssongs;371593081;Ultrasound
9090127742;Lieblingssongs;913551772;Gold Mine
9090127742;Lieblingssongs;371593171;Look What You Made Me Do (feat. Stefflon Don)
9090127742;Lieblingssongs;371593111;Keep It 100
9090127742;Lieblingssongs;626414702;Just Let Go
9090127742;Lieblingssongs;129940244;Rock Bottom
9090127742;Lieblingssongs;1357166652;Amorphous
9090127742;Lieblingssongs;510409142;Pennyroyal
9090127742;Lieblingssongs;620279402;Soho
9090127742;Lieblingssongs;478079042;Dumb (feat. Boogie)
9090127742;Lieblingssongs;90563081;03' Adolescence
