pl_id;pl_name;tr_id;tr_name
9090127742;Lieblingssongs;92871284;This Could Be Us
9090127742;Lieblingssongs;137726975;White Iverson
9090127742;Lieblingssongs;16999980;Oldie
9090127742;Lieblingssongs;1026847052;Perfect
9090127742;Lieblingssongs;99317526;Too Easy
9090127742;Lieblingssongs;137371658;Sriracha
9090127742;Lieblingssongs;1346126462;Ramen & OJ
9090127742;Lieblingssongs;1277629752;Zim Zimma
9090127742;Lieblingssongs;820998732;Lord Above
9090127742;Lieblingssongs;532291692;Bouncing Off the Walls
9090127742;Lieblingssongs;457686932;Terminally ill (feat. Tech N9ne, KXNG Crooked, Chino XL, Rittz & DJ Statik Selektah)
9090127742;Lieblingssongs;1255014582;Just Watch Me
9090127742;Lieblingssongs;1068844952;Friday Night Cypher
9090127742;Lieblingssongs;764604112;This Changes Everything
9090127742;Lieblingssongs;764604122;Gone
9090127742;Lieblingssongs;1107222362;Rewind
9090127742;Lieblingssongs;818515412;Ascenseur pour l'echafaud
9090127742;Lieblingssongs;107425674;Weekend (feat. Miguel)
9090127742;Lieblingssongs;132724590;Kill For You
9090127742;Lieblingssongs;2517435;I'm So Fly
9090127742;Lieblingssongs;13298811;Going Crazy
9090127742;Lieblingssongs;952546652;Zoo York (feat. Fivio Foreign & Pop Smoke)
9090127742;Lieblingssongs;820998722;Big Splash
9090127742;Lieblingssongs;102662494;Classic Man (feat. Kendrick Lamar) (Remix)
9090127742;Lieblingssongs;456965152;Pray For Me
