pl_id;pl_name;tr_id;tr_name
9090127742;Lieblingssongs;120380312;untitled 02 | 06.23.2014.
9090127742;Lieblingssongs;1259409032;Bury Me Alive
9090127742;Lieblingssongs;144983902;Use It
9090127742;Lieblingssongs;344571451;Pogo Stick
9090127742;Lieblingssongs;908958472;DEVASTATED
9090127742;Lieblingssongs;1226934352;Bruuuh (Remix)
9090127742;Lieblingssongs;724098462;The Motion
9090127742;Lieblingssongs;1404434812;Swordland
9090127742;Lieblingssongs;1484144952;Race My Mind
9090127742;Lieblingssongs;860359162;CIVIL WAR (Bonus)
9090127742;Lieblingssongs;104450524;Closure
9090127742;Lieblingssongs;133200140;Dean Town
9090127742;Lieblingssongs;130412306;Paranoid
9090127742;Lieblingssongs;61002685;Broken
9090127742;Lieblingssongs;14987151;If I Be Wrong
9090127742;Lieblingssongs;954815;Nicest Thing
9090127742;Lieblingssongs;1282973712;Colors
9090127742;Lieblingssongs;136416442;Euronymous
9090127742;Lieblingssongs;854914412;Lock It Up
9090127742;Lieblingssongs;141921707;iSpy (feat. Lil Yachty)
9090127742;Lieblingssongs;525249392;CLOUT COBAIN | CLOUT CO13A1N
9090127742;Lieblingssongs;1530187922;Trilla (feat. A$AP Nast & A$AP Twelvyy)
9090127742;Lieblingssongs;1724077637;TWILIGHT
9090127742;Lieblingssongs;1735308177;Therapy Music
9090127742;Lieblingssongs;1731035467;Preguntas (feat. D Smoke)
