pl_id;pl_name;tr_id;tr_name
9090127742;Lieblingssongs;651818962;Doing Better
9090127742;Lieblingssongs;370566921;Playing for You
9090127742;Lieblingssongs;1291491492;Avant
9090127742;Lieblingssongs;539920532;Hope
9090127742;Lieblingssongs;434211452;Come Through and Chill (feat. J. Cole & Salaam Remi)
9090127742;Lieblingssongs;551066722;Heaven or Hell (feat. Jadakiss & Guordan Banks)
9090127742;Lieblingssongs;684108872;One, Two Step
9090127742;Lieblingssongs;1414317562;Imagine
9090127742;Lieblingssongs;1566480852;Meagan Good
9090127742;Lieblingssongs;739443542;Crush
9090127742;Lieblingssongs;717414242;Yellow (feat. Bekon)
9090127742;Lieblingssongs;134347070;Photosynthesis
9090127742;Lieblingssongs;1383068832;Strange Love - Single Edit
9090127742;Lieblingssongs;370254401;Hell To The Liars
9090127742;Lieblingssongs;3173071;Morning Yearning
9090127742;Lieblingssongs;98094988;Dawning On Me
9090127742;Lieblingssongs;1138610;Blue Caravan
9090127742;Lieblingssongs;124348304;Elfen Lied - Lilium (Piano Version)
9090127742;Lieblingssongs;84855495;Beautiful Girl
9090127742;Lieblingssongs;1600644122;Black Hole Sun
9090127742;Lieblingssongs;430934142;A Soaking Wet Monster
9090127742;Lieblingssongs;1647972852;Power Power (feat. Shaun Ross)
9090127742;Lieblingssongs;1052649682;Super Bounce
9090127742;Lieblingssongs;602456592;Start a Riot
9090127742;Lieblingssongs;132444876;I'M DEAD
