pl_id;pl_name;tr_id;tr_name
9090127742;Lieblingssongs;692779412;Cokewhite (feat. Pusha T)
9090127742;Lieblingssongs;895308962;(NYB) Need Your Best
9090127742;Lieblingssongs;1202180062;All Blue
9090127742;Lieblingssongs;854848822;Rainy Night In SF
9090127742;Lieblingssongs;1077086022;Bank Withdrawal
9090127742;Lieblingssongs;687530762;IN THE AIR
9090127742;Lieblingssongs;690208792;K.R.I.T. HERE
9090127742;Lieblingssongs;670760782;Time Flies
9090127742;Lieblingssongs;1567221;Not Today
9090127742;Lieblingssongs;835007432;Even If It Hurts
9090127742;Lieblingssongs;397603322;SUMMER
9090127742;Lieblingssongs;111515056;36 Oz. (feat. Chris Brown)
9090127742;Lieblingssongs;1269471532;Done with the B-S
9090127742;Lieblingssongs;1269471512;Grandma's House
9090127742;Lieblingssongs;84917659;Sky Mall
9090127742;Lieblingssongs;790617472;Joy Joy (feat. Brett Williams)
9090127742;Lieblingssongs;133200148;Daddy, He Got a Tesla
9090127742;Lieblingssongs;904062122;Catch Me If You Can
9090127742;Lieblingssongs;1000475972;M A C E O
9090127742;Lieblingssongs;1098895152;Design (feat. Kimbra)
9090127742;Lieblingssongs;1372435612;Wanting (Tiny Room Sessions)
9090127742;Lieblingssongs;648646492;F it Up (Live Sesh)
9090127742;Lieblingssongs;492380612;Live Free
9090127742;Lieblingssongs;1226817612;In the Hills
9090127742;Lieblingssongs;69867981;Long Weekend
