pl_id;pl_name;tr_id;tr_name
9090127742;Lieblingssongs;1463673462;Blue
9090127742;Lieblingssongs;1402057392;Catholic Country
9090127742;Lieblingssongs;551114702;Berlin
9090127742;Lieblingssongs;94439814;La Vie En Rose
9090127742;Lieblingssongs;69010085;Amsterdam
9090127742;Lieblingssongs;1076774762;My Girl
9090127742;Lieblingssongs;1358763232;Your Power
9090127742;Lieblingssongs;688078742;Don't Look Back In Anger
9090127742;Lieblingssongs;76505296;Two of Us on the Run
9090127742;Lieblingssongs;461486292;Fly Me to the Moon
9090127742;Lieblingssongs;695728412;Colder Heavens (Acoustic Version)
9090127742;Lieblingssongs;1241541892;Bury the Light
9090127742;Lieblingssongs;591081862;Kelso
9090127742;Lieblingssongs;903295692;Hibiscus (feat. Gaby Duran & CJ Smith)
9090127742;Lieblingssongs;144091198;Glass Flows
9090127742;Lieblingssongs;1449984742;Imagine
9090127742;Lieblingssongs;679428662;I’m Not Ready
9090127742;Lieblingssongs;994361532;Snow On Tha Bluff
9090127742;Lieblingssongs;645646422;Chill
9090127742;Lieblingssongs;121793292;Coming Back (feat. Mac Miller)
9090127742;Lieblingssongs;717960062;Bad Idea (feat. Chance the Rapper)
9090127742;Lieblingssongs;1300384982;In Love
9090127742;Lieblingssongs;532277;Don't Aproach Me (feat. Eminem)
9090127742;Lieblingssongs;1534681292;Colors
9090127742;Lieblingssongs;115916052;Native Son (The Noisy Freaks Remix)
