pl_id;pl_name;tr_id;tr_name
9090127742;Lieblingssongs;615956482;Mr So & So
9090127742;Lieblingssongs;775863972;Big Boy Diamonds (feat. Kodak Black & London on Da Track)
9090127742;Lieblingssongs;575943312;Lead The Wave
9090127742;Lieblingssongs;1059219802;Really Redd
9090127742;Lieblingssongs;820616782;Animal Spirits (Live at Madison Square Garden)
9090127742;Lieblingssongs;820616792;Cory Wong (Live at Madison Square Garden)
9090127742;Lieblingssongs;833501612;Golden (feat. Cody Fry)
9090127742;Lieblingssongs;446001202;Shy
9090127742;Lieblingssongs;551086452;Notre-Dame Est
9090127742;Lieblingssongs;1094564982;It Was You
9090127742;Lieblingssongs;873652642;Flawless
9090127742;Lieblingssongs;130144979;Get Ready
9090127742;Lieblingssongs;1084294032;The Power of the One
9090127742;Lieblingssongs;856747262;Swagism
9090127742;Lieblingssongs;4181876;Shake
9090127742;Lieblingssongs;417126092;Thera-P (feat. Tyshawn Colquitt & Alissia Benveniste)
9090127742;Lieblingssongs;403814422;Fantasy (feat. Nile Rodgers)
9090127742;Lieblingssongs;1788955;Can''t Fight The Funk
9090127742;Lieblingssongs;890416412;Goldilocks Enigma
9090127742;Lieblingssongs;707845812;Betcha Wouldn't Hurt Me (Flava 2.0 Mix)
9090127742;Lieblingssongs;843101432;The Death of Us
9090127742;Lieblingssongs;83502044;Sing a Simple Song
9090127742;Lieblingssongs;1418096252;Ace of Aces (Live at Madison Square Garden)
9090127742;Lieblingssongs;404699942;Birds of a Feather, We Rock Together (feat. Antwaun Stanley)
9090127742;Lieblingssongs;741839512;Drum Machine
