pl_id;pl_name;tr_id;tr_name
9090127742;Lieblingssongs;917508372;Back It Up
9090127742;Lieblingssongs;1234449712;Never
9090127742;Lieblingssongs;959448062;Americano
9090127742;Lieblingssongs;122118872;Sunday Night
9090127742;Lieblingssongs;575943342;Infatuation
9090127742;Lieblingssongs;669790482;Boyer
9090127742;Lieblingssongs;762012372;RUDEBWOY (feat. Joey Bada$$)
9090127742;Lieblingssongs;1239056712;What It Feels Like
9090127742;Lieblingssongs;1089549142;Disclosure
9090127742;Lieblingssongs;110105744;These Days
9090127742;Lieblingssongs;547570092;Small Victories
9090127742;Lieblingssongs;466036222;Diamond Dust
9090127742;Lieblingssongs;109702592;Trap Tears (feat. Key!)
9090127742;Lieblingssongs;456965082;Paramedic!
9090127742;Lieblingssongs;913507612;Front & Center
9090127742;Lieblingssongs;816096942;Cold Summer
9090127742;Lieblingssongs;703143482;Tuesday Feeling (Choose To Stay)
9090127742;Lieblingssongs;1250899022;ACOUSCOUS
9090127742;Lieblingssongs;1040254172;BLIND
9090127742;Lieblingssongs;715229142;1 Hell of a Life
9090127742;Lieblingssongs;119437180;Down In the DM
9090127742;Lieblingssongs;567091822;BIGGEST ALLEY OOP
9090127742;Lieblingssongs;412508522;Everybody Mad
9090127742;Lieblingssongs;71481397;I Wish (LP Version)
9090127742;Lieblingssongs;14629046;Ambition (feat. Meek Mill & Rick Ross)
