pl_id;pl_name;tr_id;tr_name
9090127742;Lieblingssongs;66492303;Backyard Party
9090127742;Lieblingssongs;845469262;I Wouldn't Do That
9090127742;Lieblingssongs;948585102;What If
9090127742;Lieblingssongs;948585222;Overdose
9090127742;Lieblingssongs;706188002;Cocaine
9090127742;Lieblingssongs;1432242382;Madness
9090127742;Lieblingssongs;763550272;God Flow
9090127742;Lieblingssongs;144370750;Epiphany (feat. NF)
9090127742;Lieblingssongs;720526522;YouTube Cypher, Vol. 2 (feat. Quadeca, Mac Lethal, ImDontai, Devvon Terrell, Ryan Oakes, Moxas, ScruFaceJean, VI Seconds, Gawne, N
9090127742;Lieblingssongs;709985892;These Days
9090127742;Lieblingssongs;453492732;Revvin'
9090127742;Lieblingssongs;404699982;Running Away (feat. Joey Dosik, David T. Walker & James Gadson)
9090127742;Lieblingssongs;1360260372;Getaway Car
9090127742;Lieblingssongs;109725022;Alright
9090127742;Lieblingssongs;684540552;SHIBUYA (GHOST II) (feat. Jaden, Vic Mensa & Belly)
9090127742;Lieblingssongs;639453622;La La Land (feat. YG)
9090127742;Lieblingssongs;356529961;To the Light
9090127742;Lieblingssongs;618681552;Playas Get Chose (feat. Beanz N Kornbread)
9090127742;Lieblingssongs;961630142;1919 (Feat. Zach Zoya)
9090127742;Lieblingssongs;902668792;A.P.I.D.T.A.
9090127742;Lieblingssongs;774867472;Michelangelo
9090127742;Lieblingssongs;392431972;Glow Like Dat
9090127742;Lieblingssongs;143791578;TGIF
9090127742;Lieblingssongs;1103944902;Good Morning
9090127742;Lieblingssongs;1391406812;Could It Be
