pl_id;pl_name;tr_id;tr_name
9090127742;Lieblingssongs;122585788;Cold Fever
9090127742;Lieblingssongs;14932099;Dead and Gone
9090127742;Lieblingssongs;137833935;Immortal
9090127742;Lieblingssongs;52735971;Swimming Pools (Drank)
9090127742;Lieblingssongs;911803742;DEVASTATED
9090127742;Lieblingssongs;128182029;Tookie Knows II
9090127742;Lieblingssongs;100835966;Canal St. (feat. Bones)
9090127742;Lieblingssongs;668919272;Floating
9090127742;Lieblingssongs;357859891;Everybody
9090127742;Lieblingssongs;126772761;No More Parties In LA
9090127742;Lieblingssongs;32900591;Capitol (feat. 2 Chainz)
9090127742;Lieblingssongs;499048992;Bubblin
9090127742;Lieblingssongs;437147162;Who's Stopping Me
9090127742;Lieblingssongs;120295638;Bounce
9090127742;Lieblingssongs;381076561;Bam
9090127742;Lieblingssongs;118211836;Yamborghini High (feat. Juicy J)
9090127742;Lieblingssongs;12292152;Yonkers
9090127742;Lieblingssongs;623422532;PMW (All I Really Need) (feat. ScHoolboy Q)
9090127742;Lieblingssongs;112744102;Fade Away
9090127742;Lieblingssongs;85508164;Control (feat. Jay Electronica & Big Sean)
9090127742;Lieblingssongs;373954411;Big Fish
9090127742;Lieblingssongs;29640751;Terrorist Threats (feat. Danny Brown & Jhene Aiko)
9090127742;Lieblingssongs;68350107;New Slaves
9090127742;Lieblingssongs;90563083;A Tale of 2 Citiez
9090127742;Lieblingssongs;456965062;Opps
