pl_id;pl_name;tr_id;tr_name
9090127742;Lieblingssongs;391342452;Calvin's Joint
9090127742;Lieblingssongs;384157621;Garden Shed (feat. Estelle)
9090127742;Lieblingssongs;1067242442;MANGO (feat. Adi Oasis)
9090127742;Lieblingssongs;1484710662;One Shot, One Kill
9090127742;Lieblingssongs;545599362;Date
9090127742;Lieblingssongs;137726987;Congratulations
9090127742;Lieblingssongs;1087430702;LUV U
9090127742;Lieblingssongs;1404434852;A Tender Feeling
9090127742;Lieblingssongs;545599472;Theme of Mitsuha
9090127742;Lieblingssongs;693941252;Cosmic Sans (feat. Tom Misch)
9090127742;Lieblingssongs;1483154862;Fire In The Sky
9090127742;Lieblingssongs;380536131;Bank Account
9090127742;Lieblingssongs;1398506382;Like 34 & 8 (feat. Pooh Shiesty)
9090127742;Lieblingssongs;131391758;Skin
9090127742;Lieblingssongs;350171281;FEEL.
9090127742;Lieblingssongs;449127802;Fireworks
9090127742;Lieblingssongs;1588832022;Feeling Of Love
9090127742;Lieblingssongs;126033195;Stressed Out
9090127742;Lieblingssongs;5799128;Can You Handle It?
9090127742;Lieblingssongs;712650862;HONEST
9090127742;Lieblingssongs;456011702;Pray For Me
9090127742;Lieblingssongs;129582484;Keep My Baby Dancing
9090127742;Lieblingssongs;1512008652;Last One Standing (From Venom: Let There Be Carnage)
9090127742;Lieblingssongs;1108720592;Where Is The Love (DJ Purrfection DJ 's Delight)
9090127742;Lieblingssongs;97328578;Pyramids
