pl_id;pl_name;tr_id;tr_name
9090127742;Lieblingssongs;1372275312;h u n g e r . o n . h i l l s i d e
9090127742;Lieblingssongs;678320952;Light Years
9090127742;Lieblingssongs;484275782;Cali
9090127742;Lieblingssongs;536639722;Chelsea Rodgers
9090127742;Lieblingssongs;947861082;Chicago Freestyle
9090127742;Lieblingssongs;747589482;Die For Me
9090127742;Lieblingssongs;137833943;Change
9090127742;Lieblingssongs;756868942;Funk Ain't Ova
9090127742;Lieblingssongs;1390735372;This Game (No Game No Life)
9090127742;Lieblingssongs;392629912;Carry Your Kin (Acoustic)
9090127742;Lieblingssongs;138124935;Turn This Mutha Out
9090127742;Lieblingssongs;611599292;Highly Compatible
9090127742;Lieblingssongs;145426922;Shake It On
9090127742;Lieblingssongs;396453012;Yes We Can Can
9090127742;Lieblingssongs;1384786082;Magic
9090127742;Lieblingssongs;75161140;Cucurucu (Single Version)
9090127742;Lieblingssongs;554924232;Disco Ulysses (Instrumental)
9090127742;Lieblingssongs;15627665;Time Won't Wait
9090127742;Lieblingssongs;548348682;Not Alike
9090127742;Lieblingssongs;1591188092;Wet Dreamz
9090127742;Lieblingssongs;371988521;Relationship (feat. Future)
9090127742;Lieblingssongs;626986422;Just Let Go
9090127742;Lieblingssongs;1390735092;Unravel Tokyo Ghoul (Spring)
9090127742;Lieblingssongs;1265229672;Lemon Pepper Freestyle
9090127742;Lieblingssongs;646327932;Freaky
