event_name;date;location;search_term;art_id
Oddisee & Good Compny | Wien;05. May 2023;Flex;Oddisee;537702
Oddisee & Good Compny;15. Nov 2017;Grelle Forelle;Oddisee;537702
Oddisee;24. Nov 2013;B72;Oddisee;537702
