event_name;date;location;search_term;art_id
Infestus & Anomalie & Saeculum Obscurum;08. Feb 2019;p.m.k.;Anomalie;5026630
Wederganger / Anomalie Release Ceremony;11. Mar 2017;Grelle Forelle;Anomalie;5026630
