event_name;date;location;search_term;art_id
Fear le Funk presents Black Milk w/ Live Band;13. May 2015;Cafe Leopold;Black+Milk;13365
Black Milk pres. Konstantin Sibold + Fame Boardriders Club;13. Sep 2013;Pratersauna;Black+Milk;13365
Black Milk presents: Kyodai;04. May 2013;Pratersauna;Black+Milk;13365
Black Milk feat. Portable Live & Michal Zietara;11. Jan 2013;Pratersauna;Black+Milk;13365
