event_name;date;location;search_term;art_id
Ellie Goulding;29. Jan 2016;Wiener Stadthalle;Ellie+Goulding;311820
Ellie Goulding - Ausverkauft!;07. Feb 2014;Konzerthaus Klagenfurt;Ellie+Goulding;311820
Ellie Goulding - Verlegt!;25. Apr 2013;Raiffeisen Halle (früher: Planet.tt Gasometer);Ellie+Goulding;311820
