event_name;date;location;search_term;art_id
Sons Of The East;13. Jun 2024;Flex;Sons+Of+The+East;4506993
Sons of the East;05. Jul 2019;Flex;Sons+Of+The+East;4506993
Sons Of The East;04. Jul 2019;Rockhouse Salzburg - Saal;Sons+Of+The+East;4506993
Sons Of The East;23. Aug 2018;Chelsea;Sons+Of+The+East;4506993
