event_name;date;location;search_term;art_id
Screaming Lord Tobi & The Phantoms;02. Oct 2015;Das Bach;TOBi;499295
1 Jahr die Kantine mit: Tobi Neumann;25. Sep 2015;Die Kantine;TOBi;499295
crazy & Electroboot wih Tobi Neumann;04. Aug 2015;Flex;TOBi;499295
Reset with Tobi Neumann;09. May 2015;Auslage;TOBi;499295
Poetry Slam Cup Wien mit Hanz aus Ludwigsburg & Tobi Kunze;08. Jan 2015;;TOBi;499295
