event_name;date;location;search_term;art_id
Boyce Avenue - Ausverkauft!;22. Mar 2014;Arena Wien - Große Halle;Boyce+Avenue;372617
Boyce Avenue;21. Mar 2014;Arena Wien - Große Halle;Boyce+Avenue;372617
Boyce Avenue;29. Apr 2011;Szene Wien;Boyce+Avenue;372617
Boyce Avenue;10. Nov 2010;Szene Wien;Boyce+Avenue;372617
Boyce Avenue;10. Mar 2010;Szene Wien;Boyce+Avenue;372617
