event_name;date;location;search_term;art_id
Dave from Hollywood (CH) + Thomas Andreas Beck;29. Oct 2024;Club 1019;Beck;408
matchBOX Literatur: BECK PERFORMT;09. Oct 2024;Verein fairMATCHING;Beck;408
Thomas Andreas Beck;17. Feb 2024;Chelsea;Beck;408
