event_name;date;location;search_term;art_id
Little Dragon;26. Nov 2021;Flex - Halle;Little+Dragon;16952
Strom.Club Sommerspiele mit Azari & III + Little Dragon;17. Aug 2013;Pratersauna;Little+Dragon;16952
