event_name;date;location;search_term;art_id
Shabazz Palaces (us);21. Oct 2017;Arena Wien - Große Halle;Shabazz+Palaces;300024
Shabazz Palaces;19. Apr 2015;Arena Wien - Kleine Halle;Shabazz+Palaces;300024
