event_name;date;location;search_term;art_id
Crypt Trip;26. Mar 2019;Rockhouse Salzburg - Saal;Crypt;1274765
Rockin Crypt Klub;23. Nov 2013;Shelter;Crypt;1274765
Rockin Crypt Club;28. Apr 2013;Shelter;Crypt;1274765
Rockin Crypt Club;12. Apr 2013;Shelter;Crypt;1274765
