event_name;date;location;search_term;art_id
Nerd Alert;28. Sep 2024;Viper Room;NERD;240
Nerd Alert;23. Mar 2024;Viper Room;NERD;240
Nerd Alert #2 2023;26. Aug 2023;Viper Room;NERD;240
80s Nerd'N'Roll;14. Aug 2023;Flucc;NERD;240
Nerd Alert;14. Apr 2018;Viper Room;NERD;240
