event_name;date;location;search_term;art_id
Justin Timberlake;18. Aug 2018;Wiener Stadthalle;Justin+Timberlake;1147
Do it! pres. Official Justin Timberlake Concert Afterparty;04. Jun 2014;;Justin+Timberlake;1147
Justin Timberlake - The 20/20 Experience World Tour 2014;04. Jun 2014;Wiener Stadthalle;Justin+Timberlake;1147
