event_name;date;location;search_term;art_id
Freddie Gibbs - shadow of a doubt Tour;26. May 2016;Grelle Forelle;Freddie+Gibbs;392180
Beat the Fish & Step Forward present Vince Staples & Freddie Gibbs;06. Jul 2015;Grelle Forelle;Freddie+Gibbs;392180
