event_name;date;location;search_term;art_id
The National;25. Jun 2024;Wiener Stadthalle;The+National;1578
The National;12. Aug 2014;Arena Wien - Open Air;The+National;1578
The National / The Low Anthem / The Kissaway Trail / Fanfarlo;18. Aug 2010;Arena Wien - Open Air;The+National;1578
The National / Beach House / The Low Anthem / The Kissaway Trail;17. Aug 2010;Kasematten Graz;The+National;1578
