event_name;date;location;search_term;art_id
The Lumineers;14. Jul 2021;Burg Clam;The+Lumineers;793825
The Lumineers;09. Nov 2019;Raiffeisen Halle (früher: Planet.tt Gasometer);The+Lumineers;793825
The Lumineers;21. Nov 2016;Raiffeisen Halle (früher: Planet.tt Gasometer);The+Lumineers;793825
