event_name;date;location;search_term;art_id
"Sportfreunde Stiller ,,Die letzte leise Reise'; Special Guest: Kate Nash";06. Dec 2010;Wiener Stadthalle;Kate+Nash;15374
Kate Nash;10. Jun 2010;Rockhouse Salzburg;Kate+Nash;15374
