event_name;date;location;search_term;art_id
KEHLANI;26. Nov 2022;Raiffeisen Halle (früher: Planet.tt Gasometer);Kehlani;5603027
Kehlani;17. Mar 2017;Grelle Forelle;Kehlani;5603027
