event_name;date;location;search_term;art_id
Kelvyn Colt;22. Mar 2021;Flex - Halle;Kelvyn+Colt;9337418
Kelvyn Colt;11. Nov 2018;Grelle Forelle;Kelvyn+Colt;9337418
