event_name;date;location;search_term;art_id
Jake Bugg;15. Nov 2016;Ottakringer Brauerei;Jake+Bugg;1364450
Jake Bugg;05. Dec 2013;Raiffeisen Halle (früher: Planet.tt Gasometer);Jake+Bugg;1364450
Jake Bugg - Verlegt!;21. Mar 2013;Flex - Halle;Jake+Bugg;1364450
