event_name;date;location;search_term;art_id
The Funkclub - A Tribute to Prince;16. Oct 2019;spinnerei - Kulturhaus Traun;Prince;1878
PURPLE NIGHT - A PRINCE TRIBUTE;07. Jun 2019;Volksgarten Pavillon;Prince;1878
Red Bull Music presents Moodymann plays Prince;07. Jun 2019;Porgy & Bess;Prince;1878
A Symphonic Celebration of Prince;04. Dec 2018;Wiener Stadthalle - Halle D;Prince;1878
Lollipop 'return of the prince';20. Oct 2018;Heart Club;Prince;1878
