event_name;date;location;search_term;art_id
Lil Yachty;15. May 2024;Raiffeisen Halle im Gasometer;Lil+Yachty;9776678
Lil Yachty;17. Dec 2023;Raiffeisen Halle (früher: Planet.tt Gasometer);Lil+Yachty;9776678
