event_name;date;location;search_term;art_id
Lucy Dacus;21. Apr 2020;;Lucy+Dacus;9325272
Lucy Dacus;08. Jul 2019;Conrad Sohm;Lucy+Dacus;9325272
Lucy Dacus;07. Jul 2019;Flex;Lucy+Dacus;9325272
