event_name;date;location;search_term;art_id
PJ Harvey;10. Aug 2017;Raiffeisen Halle (früher: Planet.tt Gasometer);Pj;205787
PJ Bond + James Choice & The Bad Decisions, Micky Dey;02. Jun 2015;Das Bach;Pj;205787
Austin Lucas + Emily Barker + PJ Bond;17. Mar 2014;B72;Pj;205787
Akustikloft: PJ Bond & Mark McCabe;25. Apr 2012;The Loft;Pj;205787
PJ Bond;23. Nov 2011;Replugged;Pj;205787
