event_name;date;location;search_term;art_id
Devendra Banhart;23. Nov 2023;Globe Wien;Devendra+Banhart;2689
Devendra Banhart;15. Jul 2017;WUK;Devendra+Banhart;2689
Devendra Banhart;22. Jun 2010;Szene Wien;Devendra+Banhart;2689
