event_name;date;location;search_term;art_id
The Underachievers;12. Feb 2018;Grelle Forelle;The+Underachievers;429403
The Underachievers;15. Mar 2016;Grelle Forelle;The+Underachievers;429403
The Underachievers - Abgesagt!;09. Dec 2015;Grelle Forelle;The+Underachievers;429403
