event_name;date;location;search_term;art_id
KURT VILE & THE VIOLATORS (us) + WILL JOHNSON (us);10. Jul 2017  –  10. Jul 2017;Arena Wien;Kurt+Vile;294912
Kurt Vile & The Violators;18. Jun 2013;WUK;Kurt+Vile;294912
Kurt Vile & The Violators;10. May 2011;Chelsea;Kurt+Vile;294912
